table_name
spotdata_2024
HEROMOTOCO_CM_1M
NMDC_CM_1M
AXISBANK_CM_1M
JSWSTEEL_CM_1M
UPL_CM_1M
TCS_CM_1M
HINDCOPPER_CM_1M
BALRAMCHIN_CM_1M
CROMPTON_CM_1M
COROMANDEL_CM_1M
BERGEPAINT_CM_1M
GRASIM_CM_1M
TRENT_CM_1M
PETRONET_CM_1M
CANBK_CM_1M
LTTS_CM_1M
BSOFT_CM_1M
VEDL_CM_1M
OFSS_CM_1M
BIOCON_CM_1M
IDEA_CM_1M
MARICO_CM_1M
ATUL_CM_1M
ASIANPAINT_CM_1M
NAUKRI_CM_1M
BEL_CM_1M
DIVISLAB_CM_1M
BANKBARODA_CM_1M
DALBHARAT_CM_1M
NATIONALUM_CM_1M
PVRINOX_CM_1M
LUPIN_CM_1M
TATACHEM_CM_1M
GODREJPROP_CM_1M
HDFCLIFE_CM_1M
BRITANNIA_CM_1M
METROPOLIS_CM_1M
WIPRO_CM_1M
TATAPOWER_CM_1M
HINDPETRO_CM_1M
INDIACEM_CM_1M
EICHERMOT_CM_1M
PIDILITIND_CM_1M
SYNGENE_CM_1M
PERSISTENT_CM_1M
NTPC_CM_1M
HDFCBANK_CM_1M
HINDALCO_CM_1M
BAJFINANCE_CM_1M
DLF_CM_1M
BAJAJ-AUTO_CM_1M
SUNTV_CM_1M
ULTRACEMCO_CM_1M
POLYCAB_CM_1M
ICICIBANK_CM_1M
BOSCHLTD_CM_1M
JINDALSTEL_CM_1M
HCLTECH_CM_1M
INDHOTEL_CM_1M
DRREDDY_CM_1M
APOLLOTYRE_CM_1M
RELIANCE_CM_1M
AUROPHARMA_CM_1M
GODREJCP_CM_1M
ABFRL_CM_1M
LTIM_CM_1M
TATAMOTORS_CM_1M
MOTHERSON_CM_1M
EXIDEIND_CM_1M
ZYDUSLIFE_CM_1M
DABUR_CM_1M
VOLTAS_CM_1M
DEEPAKNTR_CM_1M
GAIL_CM_1M
MRF_CM_1M
ALKEM_CM_1M
ABBOTINDIA_CM_1M
ADANIENT_CM_1M
INDUSINDBK_CM_1M
GUJGASLTD_CM_1M
HAL_CM_1M
MFSL_CM_1M
PAGEIND_CM_1M
IDFCFIRSTB_CM_1M
ACC_CM_1M
CUB_CM_1M
ADANIPORTS_CM_1M
NESTLEIND_CM_1M
OBEROIRLTY_CM_1M
ONGC_CM_1M
M&MFIN_CM_1M
MGL_CM_1M
SHREECEM_CM_1M
CHOLAFIN_CM_1M
ABB_CM_1M
PEL_CM_1M
SBICARD_CM_1M
IGL_CM_1M
MANAPPURAM_CM_1M
TATACOMM_CM_1M
PFC_CM_1M
COFORGE_CM_1M
HINDUNILVR_CM_1M
IEX_CM_1M
BANDHANBNK_CM_1M
GNFC_CM_1M
GRANULES_CM_1M
TECHM_CM_1M
FEDERALBNK_CM_1M
AARTIIND_CM_1M
BATAINDIA_CM_1M
TORNTPHARM_CM_1M
MCDOWELL-N_CM_1M
INDIGO_CM_1M
CHAMBLFERT_CM_1M
CONCOR_CM_1M
LAURUSLABS_CM_1M
DIXON_CM_1M
BALKRISIND_CM_1M
GMRINFRA_CM_1M
PNB_CM_1M
IOC_CM_1M
HAVELLS_CM_1M
INFY_CM_1M
CUMMINSIND_CM_1M
SHRIRAMFIN_CM_1M
SRF_CM_1M
TVSMOTOR_CM_1M
RBLBANK_CM_1M
APOLLOHOSP_CM_1M
JKCEMENT_CM_1M
SAIL_CM_1M
ICICIPRULI_CM_1M
SIEMENS_CM_1M
LT_CM_1M
ITC_CM_1M
GLENMARK_CM_1M
CANFINHOME_CM_1M
IPCALAB_CM_1M
ICICIGI_CM_1M
TITAN_CM_1M
RAMCOCEM_CM_1M
JUBLFOOD_CM_1M
CIPLA_CM_1M
LTF_CM_1M
INDIA VIX_CM_1M
NIFTY100 LIQ 15_CM_1M
BHARATFORG_CM_1M
ABCAPITAL_CM_1M
INDIAMART_CM_1M
ESCORTS_CM_1M
IDFC_CM_1M
ASHOKLEY_CM_1M
M&M_CM_1M
RECLTD_CM_1M
TATACONSUM_CM_1M
TATASTEEL_CM_1M
SBILIFE_CM_1M
NIFTY MIDCAP 50_CM_1M
NIFTY REALTY_CM_1M
NIFTY PSE_CM_1M
NIFTY 500_CM_1M
COALINDIA_CM_1M
KOTAKBANK_CM_1M
AUBANK_CM_1M
MPHASIS_CM_1M
